text,label
When I look at pictures that puts all clear to me ...,0.0
"You should be able to answer that yourself , you 've done it several times .",0.0
"its simple , your white. your genetic code doesnt include a racial commitment to crime. be glad and for for those reasons. this is what society has turned into. take a stand and defend your race. we must secure the existence of our people and a future for white children.-david lane white racial loyalty starts here keep it white",1.0
Thank you for posting this .,0.0
Hi guys I am thinking of going to Katowice at the weekend .,0.0
"There 's a social group she can join to post in and not have to post publicly , if she wants .",0.0
"I 've seen shots with a .45 , where people walked around angry .",0.0
Don't you love the double standards ?,0.0
I think it 's best if white men looked after white women in our schools .,0.0
I stumbled n this by accident Absolute savages and yet you will have all the liberal women saying how great multiculturalism is and we are all the same Le TÃ © lÃ © gramme - France - Montpellier ( 34 ) .,1.0
Apes even have the instinct to basically leave these for dead .,1.0
I would like to help out on this project .,0.0
I wonder how many moms would kill to look that good after having a kid .,0.0
Im proud of my heritage .,0.0
Like any new group ; some you 'll like and some you wo n't .,0.0
"The problem is in blacks ' heads , but hey , you have already known that .",1.0
"that is the sadest news i have ever heard in my entire life , ireland not a white country. its like saying the world is ending",1.0
Niggas do n't wait in no lines .,1.0
It is highly doubtful the Homo Sapiens went North .,0.0
"Thanks for posting , made my day",0.0
Most of those Youth were goths and they lit up when they saw real White people .,0.0
Truly sad ...,0.0
"These feral negroes stalk white women , rape and kill and , no one seems willing to stop them .",1.0
"Here is a video of the event that is worth watching just to see a beautiful White lady screaming `` scum , scum , scum , f * * * ing scum !!! '' at the muslim filth .",1.0
The company I work for is in need of qualified help .,0.0
This Negro got found not guilty by an insanity defense .,0.0
"As it is , now they get free meals and watch TV all day with the tax payer footing the bill .",0.0
There have been court cases for asylum by white South Africans in Canada that the South African government has spent millions fighting ... though they have not spent a cent on the 300 asylum applications by blacks in the US ...,0.0
"Welcome, Sir .",0.0
Tight as in good pals ?,0.0
"Welcome, its always great to see new members on .",0.0
"Mr. Schiro , the latest suspect to be charged in the killing , was arrested when a .22-caliber handgun , possibly the murder weapon , was found in his car .",0.0
"Geesh , they 'd let a gorilla into UCLA for the sake of `` Diversity '' as long as it got a body wax .",1.0
White kids need to interact with kneegrows and other non white kids or they 'll be lost in the real come the time they leave home ...,1.0
Their gods often had pale skin and blue eyes but I suppose literacy is n't valued highly by their cultural intelligencia .,1.0
I would definitely not recommend becoming a teacher in the us the pay is not the greatest .,0.0
"The Chechen beast was one of those who committed killing in the name of Allah against our Russian brothers , like the theater in Moskva .",1.0
I hope that black creep does not get off easy .,1.0
Their cheerleaders went to court for their First Amendment rights in putting Bible verses on their football game banners & won .,0.0
Great Britain is Castle country for sure,0.0
Shows some interesting statistics about the jew rats ...,1.0
Hopefully they do n't get intimidated by the enemies of our land and of our freedom - those antifa scum .,1.0
God knows what would come out of Africa if only blacks could come up with investigative journalism .,1.0
i live near albany but i could hang out with u if u want we could beat upsome unpure infidels if you would like,1.0
Rampage Productions Welcome to the Blood and Honour Forum,0.0
The way Jews work together with such cunning would be admirable if their works where not to such disgusting evil ends .,1.0
Good night from Europe .,0.0
We had Dresden remembrance last year and will again this year,0.0
"The negro is for White genocide , and I have nothing for the negro , not even sympathy in any way .",1.0
"They mutilate their own , and they do their best to see to it that those whom they see as their goyim slaves are also marked ....",1.0
May all these victims of the `` war on whites '' rest in peace .,0.0
"I come for the Pride , but I stay for the love .",0.0
"From 1990-2010 Canada brought in over 200,000 immigrants 18 timess !!! 9 times in 130 years .....",0.0
http://whale.to/c/jeff_gates1.html Here 's what I mean when currently WN have to operate under Moscow Rules .,0.0
"Two days ago I tapped out a half asian , half White mongrel who was bigger than me .",1.0
hope one day i will be able to see finland withouth those * * * * ing monkey ass soumalian ... im glad .. because finland has lowest immigrate in europe ..... kick those * * * * ing soumalians ass .....,1.0
Nationalists join the people of Ireland to attend the Rally For Life March in Dublin .,0.0
another coon giving out about Ireland and as if her opinion counts being second generation London jamican only means her mother was a filthy immigrant who waited till she got off the banana boat to give birth to her litter,1.0
It makes me tired .,0.0
"the think different video is excellent. when i watch videos like this i get a warm nostalgic feeling inside , must be similar to my mum when she watches gone with the wind or doctor zhivago",0.0
"Yeah London has gone to hell , when all the remaining whites are gone it will become a zombie town of crumbling buildings , dealers and junkies .",1.0
"They ca n't survive without us , but they do us nothing but harm .",1.0
"A federal judge in New York closed a filthy jew kosher slaughterhouse Tuesday , saying the plant 's dirty birds posed a health risk to the community .",1.0
"88 all , this is my first post and i 've read this whole thread so i guess I have a few comment 's , let 's start , shall we ?",0.0
"Many Asians will see something once and memorize it the rest of their lives , but when asked ' how ' it works or use it creatively , they draw a blank .",1.0
God please bless with wisdom the judge and jury against this group of thugs that they all might be hanged .,1.0
Why do you feel a need to talk about this publicly ?,0.0
Wow these videos piss me off .,0.0
"Blacks can shoot , funny thing is they only seem to be able to hit the little innocent law abiding child , walking home from church to help take of their sick mother .",1.0
Edin D eko Bosnian soccer player Zvjezdan Misimović Mismovic and D eko Bosnian President Zeljko Komsic and Angela Lejla Damardzic Bosnian Special Forces OSE Bosnian Street people,0.0
S.H.A.R.P.,0.0
-Adolf Hitler ( Mein Kampf ),0.0
Looks like some Jews good broken into their car and garage I just had to laugh when saw this .,1.0
My buddy 's boat .,0.0
There should not be problems between the different classes inside the race white since we are all whites they should be joined to fight against non-whites they are our enemies .,1.0
We have simply had enough .,0.0
I think you underestimate how many times I have actually taken different tests .,0.0
I know what gypises look like in the easten Europe i seen many of them in Lviv Ukraine begging for my food .,0.0
The attacks are coming from wankers who live in England maybe even born here and have little or no English ancestry and call themselves British .,1.0
Just as long as it proves to provide irritation in my book .,0.0
"Traditionally, there have always been a lot of them despite the fact that NE Asians are the extreme version of our breeding strategy .",1.0
"I have lived in Mexico for 16 years and yes , it was too hard being surrounded by so many brownies ( mestizos and indigenous ) .",1.0
Or maybe they didnt because your friend took action and thats a good thing we should all take action .,0.0
http://www.righttomarch.com/,0.0
Ukraine needs to rid itself of these Jewish Oligarchs .,1.0
"They 're probably as high-maintenance as one of those crappy old East German Trabants , though .",1.0
If there is dirty dancing or sexual contact report it to the principle likely there will be some and maybe they wo n't ever schedule a dance like that again .,0.0
Typical i suppose in the eyes of the law he is just another tourist beaten on sydneys streets oh yeah and we all know if it was a poor black fella bashed it would be on the news for weeks on end and mr whitey would be branded a big bad evil racist,1.0
Why on earth are the swedish parents letting their Kids grow up in an ethnic school !,1.0
They are too dung stupid to be able to tap into the market .,1.0
Please contribute and/or donate .,0.0
"thank you very much for your replies ! I just wonder if there is a site of the NNP in english ? anyway I hope Russia will kick non-white butts out of its territory.so long , brothers !",1.0
I 'm glad we were able to get back to NS in the NS thread .,0.0
www.natvan.com,0.0
There should be no integration of immigrants with Irish culture .,1.0
String ' em up !,1.0
"My aunt teaches at an all black inner city school in Kent , OH .",0.0
I saw the clip too .,0.0
Looking forward to it !,0.0
"Nothing has ever been as harmful to society as jews , their savage beasts , and their thoughtless gimmiegrunts .",1.0
We plan on holding a family camping/fun weekend in the summer once the weather has ( I hope ! ) improved .,0.0
I used to live near a school that was 100 % Black with Black children living in all Black homes in a nearly all Black neighbourhood .,0.0
A `` holocaust '' .,0.0
If that stopped the worthless thing would starve !,1.0
"ya they are lazy drug-attics ... and they cant get a real job , all they do is deal drugs or they jump job to job to job ...",1.0
Put that fat Black idiot to work and she would n't be smirking at Whitey and playing stupid for the camera at her welfare review hearing !,1.0
"Los Angeles County sheriff 's officials arrested 53-year-old John Ewell on Saturday night , just two days after the killings .",0.0
i joined this site just a few hours ago but ive been visiting for a while before hand .. very interesting topics things you just dont see in mainstream anymore .. actualy what the hell am i saying never ever seen in main stream EVER ... its a damn shame ...,0.0
Wasn't it the Government in the Congo that was at war with the gorillas a while back because the gorillas were `` threatening their superiority '' ?,1.0
Look at this cultural incongruity from Plymouth . VIDEO : Plymouth celebrates St George 's Day with music and dancing in the streets | This is Plymouth,1.0
"why did god give negroes good rhythm ?? because he messed up their lips , hair , nose and skin so yes they are ugly !!!!!!!!!!!!!!",1.0
Observer14.........,0.0
I did n't realize we were offending you by pointing out how often Asians and Jews get surgery to look more White .,1.0
YouTube - & #x202a ; Civilisation EP1#1 & #x202c ; & rlm ; The above is a link to the first section of the first episode .,0.0
I have to help I WILL NOT see these animals go free !!,1.0
As always the video is filled with the truth .,0.0
It is in the nature of Jews to desecrate traditions of all sorts and push our women to make fools of themselves .,1.0
They were in a living room sitting on the couch implying that they were a couple .,0.0
Aragorn,0.0
"When the non-whites come we should stand together and send em packing , like they do to us .",1.0
I work in close proximity to more of them than I care to .,0.0
Such a shàme how we 've allowed blacks and browns to destroy every last square inch of our cities .,1.0
Seeking any good single Woman in the Fox Valley area for some conversation and maybe some romance .,0.0
No wonder we are in such bad shape with this tribe in charge of the White House and Congress .,1.0
You know if you get past all of there violent animal acts of intimidation they have a soft jaw !,1.0
Why should we try to civilize that which cannot be domesticated or civil ?,1.0
"Just to point out : how do you know that your sources do n't have a chip-on-their-shoulder , and an agenda ?",0.0
"The BLMtards are here , they crashed the LBBQWTF parade last month ( lol ) .",1.0
"https://www.stormfront.org/forum/show...t+20867&page=9 Just go to my post further down the page , Drug dealing , Murdering , Racemixing , Zionist/Masonic scumbags The last picture of the black orangemen , f * ckin hell i nearly split my sides laughing",1.0
I 'm either in North Florida or Nigeria sometimes i ca n't tell the difference. mothergrinninbird@yahoo.com,1.0
"It seems to me that most people on this board are friendly to home schooling , yet some who support home schools think that segregating boys from girls would slow social development .",0.0
"And I thought this was slavic thread let 's continue about slavic countries and heritage , it 's not all about dispute between greece and rep.macedonia , no offence .",0.0
Their brains have never developed so they think there still in the wild jungles of Africa .,1.0
hope one day i will be able to see finland withouth those * * * * ing monkey ass soumalian ... im glad .. because finland has lowest immigrate in europe ..... kick those * * * * ing soumalians ass .....,1.0
The media wants to bury the story because they care more about homo killers not getting their sick fetish for young boys fufilled .,1.0
This is like `` wiggers '' .,0.0
Only Mr. Smith had no prior criminal record .,0.0
"I live on Long Island , need to get a new drivers license , but when I do , Im up for travelling .",0.0
You should have just put the money on the counter and walked out with your drink .,0.0
"Completed over two years ago with a certificate , I attended the University of Pittsburgh and finished at Kansas State University , both nationally ranked universities .",0.0
Want a libtard to oppose abortion ?,1.0
i am just down the road to you.welcome to the board.it breaks my heart every time i go to Galway city and see the amount of blacks there.the other week i was walking down shop street and there was a moslem standing in the street selling copies of the koran,1.0
"I have a Cracking the new SAT guide , and some books required through an american home school .ISBN-10 : 0375764852 ISBN-13 : 978-0375764851 PM If youre interested .",0.0
"These feral negroes stalk white women , rape and kill and , no one seems willing to stop them .",1.0
They only know how to destory our civilization .,1.0
"Woodstock is flanked by multicultural hell London and multicultural hell Kitchener , its a hopeless cause .",0.0
They are culturally raping european countries in every way .,1.0
"The soldiers that were beaten and left for dead is wrenching , all because they served their nation .",0.0
It was so good !,0.0
"Clemente 's friend , told detectives the couple had broken up about two weeks ago and Demps had moved out of the house .",0.0
"2.0 ) * Does contain alot of profanity , so you have been forewarned *",0.0
-Yankee Jim,0.0
I just do n't have the extra concern to care about Tibet ...,0.0
Yamaha Aerox 150 PS 1000ccm - YouTube Yep a 1000 cc aerox,0.0
Hopefully they will get deportation orders and be on the next flight back to Cairo .,1.0
new to this site looking for pure females in or around princeton ky THE ONLY WAY TO SURVIVE IS TO GO FORTH AND MULTIPLY,0.0
I apologize for my ignorance .,0.0
"LOL, ok I give up I just had never heard that specific word before and it was n't in my dictionary .",0.0
Calmady Children .,0.0
"London is a dead zone as far as anyone White is concerned , even Hertfordshire where it 's closest to London is turning brown .",1.0
Planet of the apes .,0.0
I would like to find the where the document came from and when it was first published thank you for your reply .,0.0
Imagine the groids licking their big lips when they see all those unsuspecting tourists walking around .,1.0
We're letting these creatures flow openly through our air and sea ports and not performing so much as a background test on them .,1.0
I 'm beginning to wonder with all your posts defending the greatest race-traitor and puppet-of-Jewry that Great Britain has ever produced .,1.0
I remember when that happened ..... could n't have happened to a nicer guy .,0.0
This is why libtards and Jews call us white supremacists and get away with it .,1.0
( The Jews had the Romans murder Jesus for them by falsely accusing Jesus and by turning down a chance to pardon Jesus .,1.0
Well they have got to be more aware then the idiots we have over here absorbing all the bs with there little sponge brains .,1.0
All we here an Stormfront Britain are saying is that MASS white immigration is detrimental to OUR nation for the reasons we have given time after time .,1.0
Mexicans are real prone to diabetes and I want to help them get to Hell as soon as possible .,1.0
The solution is simple .,0.0
I 'm angry against myself for just letting this whole world drown into a jewish cesspool .,1.0
"As soon as i found out she was with child by a mulatto and she 's a wet back too , I suddenly found her to be repulsive and shall never watch anything she is in again .",1.0
"I lived in texas when i was younger , i know how tough some things can get . `` rasslin animals '' is half the fun",0.0
Black ' females ' fighting with black police in Harlem after the officers try to ticket them for skipping their fares .,0.0
They need to give them mandatory DNA tests and kick them all out of France .,1.0
With the liberal media and police departments under reporting black crime they have been given a pass on their ghetto ways so many times that it as becomes acceptable behavior for them as there is no real consequences for it .,1.0
As kids they watch leftie music shows kids tv shows etc .,0.0
when I was a little kid I used to be in this school and somehow i spoke to this jew. this dude got a narcissistic laugh out of every blonde joke. his favorite was when the blond went to donate semen by using her mouth as container. sad but it 's blonds fault also to let this happen .,1.0
Can anyone give me some links or a loan company they went through for student loans ?,0.0
All I have to do is get a picture of my old boss and compare .,0.0
Because the communist party was almost all jew out to kill any gentile that stood in their way or had property that the jew - communist wanted .,1.0
i hope our patriots will throu eggs at them and will say some thing like get out to the jungle or i think our coach will make them to go to the trainnig at minus - 30C or - 50F that they uuuu will never be able to play agane and will fly to africa after first tranning 2508,1.0
"Well , the warm weather is coming in and guess what , I now have to painstakingly endure all the offspring of these immigrants , Africans , foeigners ( Im putting them all because there is that many of them ) all playing out the front of the flats in the small garden area , screeching and shouting and their hyena pitched laughing .",1.0
It seems all of Northern Mexico is embroiled in open Warfare and our border patrol is having clashes with Drug Gangs shooting their way across the border CWII2008,0.0
Stormfront .,0.0
Some graduate programs will cater to working professionals and will do the bulk of the classes on line with only one or two days per month actually on campus .,0.0
"Oh Chrommagus , we are so lucky that you did not destroy this `` gypsy capital of Sofia '' , ( Whatever it means ) I wo n't argue anymore , I discovered that Coldblooded is 15 years old specialist of racial classifications , if he told me that I ca n't post in Slavic thread .. he might be right Big authority .",0.0
"Do n't sit around and argue with them , just act like they are pathetic ( which they are ) and try to shame them .",1.0
"hey and if you ever experience a lawsuit from the negro hispanic jews claiming you are racist , simply make an example of the hundreds of negro mexican schools that deny white children .",1.0
They have a St. Patrick ' Day free book here .,0.0
My buddy 's boat is anchored beside it .,0.0
"Because they are essentially child-like and until someone steps up and says something they will just carry on , again like children .",1.0
And second of all whites are smarter than asians and if you ever look at bodybuilding contests you will see only whites maybe one or 2 blacks .,1.0
"That is about as cheap and low as I 've seen it around here , your task is so transparent as to be laughable .",0.0
Ethnic crime never ends it seems .,1.0
In these dark days of jewish/Marxist/mafia dominated materialistic societies where everyone and anyone is only a bank note to be traded .,1.0
Had another great meet this weekend and was able to meet some new people .,0.0
"Folk , Faith , Family Hail Victory !!",0.0
Also I agree it 's not fair to monkeys to compare them to black people .,1.0
Adrien Holboth Julia Kovacs Anita Salata Dora Barkaszi Zsofia Buki Beata Frank Eszter Gulyas Eniko Halasz Ramona Kiss Marta Knoll Szandra Proksa,0.0
You did n't learn about it because it is n't so .,0.0
Homo neanderthalensis was just a dumb negro subspecies of the negroid species and never white-european .,1.0
yeah it just jews stealing stuff from other martial arts. dont worry about it unless they try to recruit you for the mossad,1.0
White town saved by the magic negroes of Afreakkaland .,1.0
I heard that some black people pretend to be ghetto because they have no money and they live in the ghetto .,0.0
Just take a few correspondance courses if you can you can likely make up the credits .,0.0
"I can honestly say that I have minority friends , and would n't hesitate to deal with the harsh reality that they must be deported .",1.0
There will be hundreds of thousands of white people fleeing your proverbial sea of mud this is where we come in .,1.0
I've heard the name before but I too have no idea who she is .. one of the benefits of turning off the Talmudivision and watching very few modern movies,1.0
because they deserve at least a taste of it for helping the white liberals and Jews push it on us I do n't think we should allow it to destroy them though .,1.0
"Most of them dont even work , but I have no doubt that some of them will be pushed into high positions in society .",1.0
Ive been around here for four years and seen almost no class divide .,0.0
Last Friday an associate here handed out 100 NV leaflets at a rodeo depicting a graphic summation of non-white ( mestizo ) immigration .,1.0
"I refused to swerve my truck away , they scattered like a troop of baboons being charged by a lion .",1.0
"Nothing has ever been as harmful to society as jews , their savage beasts , and their thoughtless gimmiegrunts .",1.0
If they were jew pieces of garbage who the hell cares what happened to them .,1.0
Does it surprise you that jews promote faggotry ?,1.0
INTJ Introvert ( 89 % ) iNtuitive ( 25 % ) iNtuitive Thinking ( 50 % ) Judging ( 67 % ) You have strong preference of Introversion over Extraversion ( 89 % ) You have moderate preference of Intuition over Sensing ( 25 % ) You have moderate preference of Thinking over Feeling ( 50 % ) You have distinctive preference of Judging over Perceiving ( 67 % ),0.0
They do what they always do take something of someone else 's and make it their own .,1.0
"Whites have the following Too many abortions , too many mixed marriages , too many no kids marriages , and too many liberals .",1.0
Like I said before I 'd bet 90 % + have Liberal parents .,1.0
I would willing risk jail time if it meant I could get my hands on them or anyone who does that to a white child .,0.0
2 .,0.0
The tone of voice is actually a lot like icelandic or old norse .,0.0
"The regime wants Germans to hate themselves , too bad that they are not already brown Muslims !",1.0
I can pick them out a mile away .,0.0
"If it 's black , send it back .",1.0
"Racism is as old as time itself , and no one ever admired a groid for anything other than cheap dumb labour .",1.0
"I do not blame you , Ottawa like all of our cities is a multicultural hell .",1.0
Feel free to join !!,0.0
I do n't know ... if afrocant 's do n't slather their skin several times a day with cocoa butter lotion it takes on a definite crocodilian appearance .,1.0
From what I know they 're almost exclusively Nigerian asylum seekers .,0.0
26 5feet 8 inches dark blonde hazel/green eyes 155 lbs babyface,0.0
May they all get mad cow disease .,1.0
"I have to admit I do n't think I 've ever met a Briton ??? and I am English , so you must know something that I do n't know ??? , good for you .",0.0
It 's all about race mixing .,0.0
Hell I 'd rather clean a dozen tiolets a day then have to walk into a bathroom and see some mongrel standing there with a mop giving me a glassy-eyed stare .,1.0
"Yeah London has gone to hell , when all the remaining whites are gone it will become a zombie town of crumbling buildings , dealers and junkies .",1.0
"Services account for 62.6 % of GDP Construction , manufacturing , and utilities 25 % of GDP Fish and fish processing 9.9 % Agriculture 1.8 % Main exports Fish and crustaceans 63 % ( 2000 ) Aluminum 19.4 % Tourism Accounted for 14 % of foriegn exchange It looks like they have a pretty modern economy , not many low skill jobs available .",0.0
sent ya a pm .,0.0
SEX: MALE RACE : BLACK D.O.B : 08-24-1950 HEIGHT : 5 ' 11 WEIGHT : 180 EYE : BROWN HAIR BLACK In Custody For : 001 MISDEMEANOR COUNT OF CRIMINAL TRESPASS 2ND DEG This dude looks like an olde version of Cornielious from `` Planet of the Apes '' !,1.0
I have never seen an Asian woman dating an Asian man.They like the white man they re-force wiggers and our detrimental towards our cause.Cpamikei,1.0
Yeah they are buying a lot of houses around my area to probz so they can house there massive inbred family when they come over to the UK .,1.0
"Yeah, I saw that news segment about the mixed race couple who lost their home because of the mudslide .",1.0
"sounds just like leicester mate ... still what about our porr comrades that live in brighton , when there look out there window , there see the sight of 50 thousand queers there all strtting there * * * * on the street",1.0
"Glad it made news your way the truth must be told but have you noticed it says it is not a racist attack , Oh but we all know the story shall it of been some poor black bastard bashed to near death in Dublin eh",1.0
"Unfortunately I have n't kept up with this maddening story , but have hate crime charges been filed against these black apes ?",1.0
It 'll be a welcome change to see a fellow WN from seeing hundreds of lefty bastards going to see RATM .,1.0
"White girls and no other , even asian guys are attracted to white girls all we can do is pray for these people !",0.0
Don't think you supremacists would ever be able to build up the force of resistance that Irish Republicans did mate .,0.0
Lighten up people .,0.0
"Taken together , the dark regions suggest to many the shape of a running man .",0.0
Disgusted that Birmingham has gone from the `` workshop of the world '' ( a city of a thousand trades ) to producing scumbags like this .,1.0
"February 1954. ) , and she graduated from the Faculty of Dramatic Arts of the University of Belgrade as an actor .",0.0
"The liberals are going to get their panties in a bunch , with people like you saying we must learn to defend ourselves .",1.0
"In my opinion , from my experience with the schools in my area , the teachers say it is not their job to break up a fight Im not saying this is right but its going on in many different areas",0.0
I believe that Ireland needs a WN party and quite quickly after the amount of non whites that I seen while in Dublin .,0.0
It 'll be a welcome change to see a fellow WN from seeing hundreds of lefty bastards going to see RATM .,1.0
If you search around you can probably find `` hoax of the 20th century '' for free on the net .,1.0
The only thing Negroes have is wishful want .,1.0
"Enjoy having multiculturalism shoved down your throat , fighting for Israel and having a black or Asian as your new best friend .",0.0
"The problem is in blacks ' heads , but hey , you have already known that .",1.0
Black people are the biggest pawns ever everyone uses them for crime they are always the fall guy.Italian mob uses them to do the dirty work the mexicans use them the japanese use them and the chinese.Now who should know whos name ?,1.0
I'm glad you 're gay !,0.0
The older I get `` in my mid 40s now '' the more I appreciate straight forward simple language that gets to the point .,0.0
As usual the magic negro opens his mouth and lies pour forth .,1.0
"This thread covered some of the same ground as the Northern Ireland thread , but was proceeding without flames .",0.0
White kids need to interact with kneegrows and other non white kids or they 'll be lost in the real come the time they leave home ...,1.0
Honestly if they ever fired them I 'd expect they 'd do more damage to themselves since the average negro lacks the intellect for basic firearms training .,1.0
The blacks and browns are detroying sweden and nobody does anything about it ! : madex : madex : madex,1.0
There is no requirement of circumcision found in the NT .,0.0
"I heard that it 's youth corps. is really amazing , and they are one of the few large groups that accept younger people .",0.0
I went to a talk about this at Georgetown University last week .,0.0
It's going to take everyone working together to beat the New World Order .,1.0
Hopefully they will get deportation orders and be on the next flight back to Cairo .,1.0
"I'm 6 ' 1 "" , my wife was 5 ' 4 "" , I dunno if that counts as tall vs short .",0.0
Any kind of civilization Negroes have today is a gift from the White race .,1.0
"And sorry brown-man , your people did not invent ' non-violence ' .",0.0
Could a Norwegian poster give us Non Norwegains a quick run through of the likely or possible turnout of the Election .,0.0
Most Whites there are so tan that their skin looks like a person from India I do n't think of myself as anything BUT White too,0.0
"He walks upright , and has human arms and legs .",1.0
"When it comes to black jack the Chinese have no problem with the dealer showing a 4 , they 'll even split a pair of fours funny huh",0.0
"I honestly hate Indians , Muslims , really anything with brown , black or yellow coloured skin I hate .",1.0
"Finns mixed with swedes and got blond hair and blue eyes , but ethnical finn look like tatar : dark hair , dark eyes , short height , round face .",0.0
We have already taken too much that we do n't need any of those people on our soil .,1.0
Dat Da `` Rainbow Nation '' folks ..... Da rainbow being all the different colours of the trash in Da Street .,1.0
"As I commented a few days ago on this thread , massive race ( or ethnic ) mixing tends to preceed massive race ( or ethnic ) war .",1.0
"Went outside for recess , and noticed two niglet boys being hostile and ready to rumble , and I figured right that they jumped on each other after returning to class , grabbing Niglet Number One , hauling him outside and pressed that panic button again .",1.0
When I watch things like this I pray God will have vengeance on these sub humans even if they have asked for forgiveness .,1.0
"**** off bulgar turkic peice of * * * * and * * * * ustasha KOSOVO belongs to SERBİA get used to it however much you hate serbs , also by the way Makedonia belongs to Greece not bulgayria",1.0
"And now Sweden 's down against the nig nogs ... well at least it was very close , and they only lost in overtime ...",1.0
"We want real teachers , white teachers , just like you have in the white schools . """,0.0
"Do you notice how the primate 's , I mean black kid 's arm is around the white girl ?",1.0
"ive seen some very beautiful white women and nothing sickens me more than to see them pull up at the mall , grocery store , or gas station and think damn shes beautiful then to see her open the back door and walk in with an oreo baby kinda makes you wish it was still 1940 here in alabama 16",1.0
Blacks have shown as they are able to survive all year round sitting on their arse waiting for comic relief .,1.0
Well done .,0.0
"I live in New Richmond , Ohio which is almost all White but the kids are brain-washed with Mtv and try to act like the Blacks they watch for hours in rap videos on Mtv .",0.0
Counter-demonstrators were said to be 800 .,0.0
"AS in Business Admin , bachelors may have to wait because the college system in California is falling apart fast with tuition skyrocketing and admission shrinking .",0.0
They preach diversity at their professor jobs and government jobs and it makes those White Liberal Neighborhoods and gated communities TOO white and in need of some `` Black flavor '' at home the joy of diversity right in their White daughter 's bedroom !,1.0
I've always said that black people make the perfect slaves because anyone who cannot or will not take responsibility and be master of their own lives is already a slave .,1.0
"Cossack: There are no Russians with hook nose and dark hair in Russia , except for the jews .",0.0
"I had the luck ( ... ) to meet some africans in the past and I promise you that black are the worse cancer of the world , they 're ready to sell their own sister so you can imagine what will they do with our Countries ..",1.0
Solvent soaked patches ∙ brass bore brushes ∙ just could not get perfectly clean .,0.0
I guess it is all Jews because that rabbi guy who says we must to serve Jews was a Iraqi Jew .,1.0
"Ive seen that crap too , and thought WTF ?",0.0
How on earth can they be Swedes when they are the result of race treason ?,1.0
"Anything along the lines of , uh , punk or alternative ?",0.0
They act quite civilized in the video but i suppose they went on a mugging spree after .,1.0
You must have met me at some point in time .,0.0
Does it surprise you that those White hating non-whites still want to live in White countries made GREAT by White people and brought low by non-whites ?,1.0
All of this diversity crap needs to stop soon whites will be extinct and I 'm not living in a brown world I want a clean white world,1.0
I guess I would be destined for the gas chambers .,1.0
Around here their always shooting .,0.0
"Was walking through tooting broadway in SW London a couple of weeks ago .... was the only white dude around and all I could see was nigs and pakis walking down the street spitting , made me feel ill !",1.0
Because behaving like civilized and educated person is `` to white '' for negroes .,1.0
"Camden New Jersey demographics : Hispanic - 36,379 ( 47.0 % ) Black alone - 34,277 ( 44.3 % ) White alone - 3,792 ( 4.9 % ) Asian alone - 1,599 ( 2.1 % ) Two or more races - 938 ( 1.2 % ) American Indian alone - 235 ( 0.3 % ) Other race alone - 109 ( 0.1 % ) Native Hawaiian and Other Pacific Islander alone - 15 ( 0.02 % )",0.0
"I feel so sorry for all you people living there , wish you could all move here hopefully you do n't suffer like your neighbours in zimbabwe .",1.0
"Blacks can shoot , funny thing is they only seem to be able to hit the little innocent law abiding child , walking home from church to help take of their sick mother .",1.0
"Aside from the fact that the mayor never offered any evidence to back his claims , your claims have no relation to what was actually said in the article .",0.0
"I always thought it would be cool if somebody covertly set off a nuke in Kashmir , and then we all could sit back and watch as the Paki 's and Indians nuke the scheiss out of each other .",1.0
Negros are so dumb .,1.0
Americans and Irish understand each other better than Spaniards and the beaners .. the US and Ireland are the 1st world so they are educated unlike the beaners .,1.0
Look who is talking .,0.0
"Blacks and mexicans were represented thoroughly. do yourselves a favor , shoot your t.v. !",1.0
"Bloody hell kondor _ RNU , this is excellent mate !",0.0
He got what he deserved .,1.0
"All their coworkers are white , NE asian or indian/paki , except one guy worked with a mestizo for a few weeks on a project .",0.0
"It might get the sender , however , on a list of potential troublemakers to watch .",0.0
Disagree.,0.0
I have never seen an Asian woman dating an Asian man.They like the white man they re-force wiggers and our detrimental towards our cause.Cpamikei,1.0
They wo n't talk to me anymore and I wo n't go to church with them anymore .,0.0
"Interesting, I will pass this information on to my professor who always talks about the poor poor Africans , walking miles to drink dirty water",0.0
I do n't know ... if afrocant 's do n't slather their skin several times a day with cocoa butter lotion it takes on a definite crocodilian appearance .,1.0
Jews are the most demanding and worst patients of all .,1.0
Sad it happens more and more they want to take ours but what do they think i want to date one of those negro women,1.0
The attacks are coming from wankers who live in England maybe even born here and have little or no English ancestry and call themselves British .,1.0
INTJ Introvert ( 56 % ) iNtuitive ( 62 % ) iNtuitive Thinking ( 100 % ) Judging ( 56 % ) You have moderate preference of Introversion over Extraversion ( 56 % ) You have distinctive preference of Intuition over Sensing ( 62 % ) You have strong preference of Thinking over Feeling ( 100 % ) You have moderate preference of Judging over Perceiving ( 56 % ),0.0
"The thing is you may base your beliefs on claims and assertions , but nowadays Oxford University Professors tend to base their findings on many years of dedicated research .",0.0
"well, that 's very good for you. here in Europe that 's basically a dream .",0.0
Forgot to add that in my earlier comment .,0.0
I am not Ukrainian but the Ukraine nationalists and right wing should understand that our white race in all nations in Europe North America Australia and South Africa along with any other white nations should support each other and join together against the Marxist multiculturistic agenda that 's invading every white nation and start to over through the powers to be that is responsible for this genocide and start considering deportation of non whites in white nations !,1.0
"Shows what sub human group these negroid belong , the poor horse got an infection from the dirty pervert .",1.0
